# Table format: 2D
# table_unit = Nm
# axis1_unit = V
# axis2_unit = rev/min
# axis1_token = U
# axis2_token = W
# axis1_title = voltage
# axis2_title = motor speed
# axis3_title = torque
# Generated by Hybrid Optimization Tool of Simcenter Amesim 2304 (2023-11-10 09:45:33)
2
16
     0.00000000000000e+00      1.00000000000000e+02 
     0.00000000000000e+00      6.24917387523975e+02      6.66666666666667e+02      1.33333333333333e+03      2.00000000000000e+03      2.12471911758152e+03      2.49966955009590e+03      2.66666666666667e+03      2.87461998261028e+03      3.33333333333333e+03      4.00000000000000e+03      4.66666666666667e+03      5.33333333333333e+03      6.00000000000000e+03      6.30000000000000e+03      9.00000000000000e+03 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.69999950000000e+02     -1.69999950000000e+02 
    -1.62439627382402e+02     -1.62439627382402e+02 
    -1.56921211836309e+02     -1.56921211836309e+02 
    -1.49711774810014e+02     -1.49711774810014e+02 
    -1.34434744960882e+02     -1.34434744960882e+02 
    -1.15730409938893e+02     -1.15730409938893e+02 
    -1.01032385417158e+02     -1.01032385417158e+02 
    -8.94205206045882e+01     -8.94205206045882e+01 
    -8.00953344937715e+01     -8.00953344937715e+01 
    -0.00000000000000e+00     -0.00000000000000e+00 
    -0.00000000000000e+00     -0.00000000000000e+00 
